"id","name","year","rank"
393526,"""Jim's Car Show""",1999,
393527,"""Jimanji kanana""",2003,
393528,"""Jimeoin""",1994,
393529,"""Jimmie Rodgers Show, The""",1959,
393530,"""Jimmy B. show, De""",1998,
393531,"""Jimmy Dean Show, The""",1957,
393532,"""Jimmy Dean Show, The""",1963,
393533,"""Jimmy Durante Presents the Lennon Sisters""",1969,
393534,"""Jimmy Durante Show, The""",1954,
393535,"""Jimmy Hopper Show, De""",1998,
393536,"""Jimmy Houston OutDoors""",1990,
393537,"""Jimmy Hughes, Rookie Cop""",1953,
393538,"""Jimmy Kimmel Live""",2003,
393539,"""Jimmy Logan Show, The""",1969,
393540,"""Jimmy Stewart Show, The""",1971,
393541,"""Jimmy Swaggart""",1977,
393542,"""Jimmy Tarbuck Show, The""",1968,
393543,"""Jimmy""",1966,
393544,"""Jimmy's Farm""",2004,
393545,"""Jin Jin""",1992,
393546,"""Jin qian ben se""",2001,
393547,"""Jin ye bu she fang""",1989,
393548,"""Jin zhen tou""",1995,
393549,"""Jinetes del alba, Los""",1990,
393550,"""Jing wu men""",1995,
393551,"""Jinz ningen Kikaid""",1972,
393552,"""Jinz ningen Kikaid: The Animation""",2000,
393554,"""Jiskefet: De Heeren van 'de Bruyne Ster' Avonturen op een COC schip""",1997,
393555,"""Jiskefet: Debiteuren/Crediteuren""",1995,
393556,"""Jiskefet: Skybox""",1997,
393557,"""JNR Inspector No. 36""",1962,
393558,"""Jo Brand Burns Rubber""",1997,
393559,"""Jo Brand Goes Back to Bedlam""",1994,
393560,"""Jo Brand Through the Cakehole""",1993,
393561,"""Jo Gaillard""",1975,
393562,"""Jo Guest Capitol Exposed""",2002,
393563,"""Jo Guest UK Exposed""",2002,
393564,"""Jo Stafford Show, The""",1954,
393565,"""Jo Stafford Show, The""",1962,
393566,"""Jo vrre, jo bedre""",1994,
393567,"""Joan and Leslie""",1956,
393568,"""Joan Edwards Show, The""",1950,
393569,"""Joan of Arcadia""",2003,
393570,"""Joan Rivers Show, The""",1969,
393571,"""Joan Rivers Show, The""",1989,
393572,"""Joan Rivers: Can We Talk?""",1986,
393573,"""Joana""",1983,
393574,"""Joanie Loves Chachi""",1982,
393575,"""Joanna Lumley in the Kingdom of the Thunderdragon""",1997,
393576,"""Job fr's Leben, Ein""",1993,
393577,"""Job, The""",2001,
393578,"""Jobbet och jag""",1998,
393579,"""Jobs for the Boys""",1997,
393580,"""Jobs for the Girls""",1995,
393581,"""Jobz 4 Dogz""",2004,
393582,"""Joc de viure, El""",1997,
393583,"""Jockey School""",1982,
393584,"""Jocs de nit""",1992,
393585,"""Joe & Mabel""",1955,
393586,"""Joe & Valerie""",1978,
393587,"""Joe 90""",1968,
393588,"""Joe and Koro""",1977,
393589,"""Joe and Sons""",1975,
393590,"""Joe and the Gladiator""",1971,
393591,"""Joe Bash""",1986,
393592,"""Joe Bob's Drive-In Theater""",1987,
393593,"""Joe Bonilla Show, The""",2002,
393594,"""Joe DiMaggio Show, The""",1950,
393595,"""Joe Forrester""",1975,
393596,"""Joe Franklin Show, The""",1950,
393597,"""Joe Longthorne Show, The""",1988,
393598,"""Joe Millionaire UK""",2003,
393599,"""Joe Millionaire""",2003,
393600,"""Joe Namath Show, The""",1969,
393601,"""Joe Palooka Story, The""",1954,
393602,"""Joe Petrosino""",1972,
393603,"""Joe Pyne Show, The""",1965,
393604,"""Joe Schmo 2""",2004,
393605,"""Joe Schmo Show, The""",2003,
393606,"""Joe Wilson""",1988,
393607,"""Joe""",1968,
393608,"""Joe's Life""",1993,
393609,"""Joe's World""",1979,
393610,"""Joey & Dad""",1975,
393611,"""Joey Bishop Show, The""",1961,
393612,"""Joey Bishop Show, The""",1967,
393613,"""Joey Faye's Frolics""",1950,
393614,"""Joey""",2004,
393615,"""Jogo da Vida""",1981,
393616,"""Jogo do Amor""",1985,
393617,"""Johan en de Alverman""",1965,
393618,"""Johannes B. Kerner Show, Die""",1998,
393619,"""John & Leeza from Hollywood""",1993,
393620,"""John Allan Cameron""",1975,
393621,"""John Ashcroft Hearings""",2001,
393622,"""John Browne's Body""",1969,
393623,"""John Byner Comedy Hour, The""",1972,
393624,"""John Davidson Show, The""",1969,
393625,"""John Davidson Show, The""",1980,
393626,"""John Denver Show, The""",1973,
393627,"""John Doe""",2002,
393628,"""John Forsythe Show, The""",1965,
393629,"""John Gary Show, The""",1966,
393630,"""John Gunther's High Road""",1959,
393631,"""John Hagee""",1994,
393632,"""John Henson Project, The""",2004,
393634,"""John Larroquette Show, The""",1993,
393635,"""John Laws Tonight Show""",1968,
393636,"""John Report with Bob, The""",2000,
393637,"""John Safran vs. God""",2004,
393638,"""John Sessions""",1989,
393639,"""John Sessions' Likely Stories""",1994,
393640,"""John Sessions' Tall Tales""",1991,
393641,"""John Walsh Show, The""",2002,
393642,"""John, Alice, Peter, Susanne og lille Verner""",1975,
393643,"""Johnnie Talk""",2003,
393645,"""Johnny and the Dead""",1995,
393646,"""Johnny Bago""",1993,
393647,"""Johnny Belinda""",1969,
393648,"""Johnny Bravo""",1997,
393649,"""Johnny Carson Show, The""",1955,
393650,"""Johnny Cash and Friends""",1976,
393651,"""Johnny Cash Show, The""",1969,
393652,"""Johnny Cypher in Dimension Zero""",1967,
393653,"""Johnny Jarvis""",1983,
393654,"""Johnny Jupiter""",1953,
393655,"""Johnny Midnight""",1960,
393656,"""Johnny Olsen's Rumpus Room""",1949,
393657,"""Johnny Otis Show, The""",1954,
393658,"""Johnny Ringo""",1959,
393659,"""Johnny Staccato""",1959,
393660,"""Johnny Vaughan Film Show, The""",1999,
393661,"""Johnny Vaughan Tonight""",2002,
393662,"""Johnny""",2002,
393663,"""Johnnytime""",1997,
393664,"""Johns Hopkins Science Review, The""",1948,
393665,"""Johnson County War""",2002,
393666,"""Join Jim Dale""",1969,
393667,"""Joint Account""",1989,
393668,"""Joint Custody""",2004,
393669,"""JoJo's Circus""",2003,
393670,"""Jokamiehen kymppitonni""",1991,
393671,"""Joke Time""",1997,
393672,"""Joke's On Us, The""",1983,
393673,"""Jokebook""",1975,
393674,"""Jokehnen oder Wie lange fhrt man von Ostpreuen nach Deutschland?""",1987,
393675,"""Joker's Wild, The""",1972,
393676,"""Joker, Ha-""",2001,
393677,"""Jokers Wild""",1969,
393678,"""Jokes""",1979,
393679,"""Joking Apart""",1991,
393680,"""Jolly Joker""",1991,
393681,"""Jon med skrivemaskinen""",1972,
393682,"""Jon Pertwee Show""",1966,
393683,"""Jon Stewart Show, The""",1993,
393684,"""Jonah""",1962,
393685,"""Jonah""",1982,
393686,"""Jonathan Creek""",1997,
393687,"""Jonathan Miller on Reflection""",1998,
393688,"""Jonathan Winters Show, The""",1956,
393689,"""Jonathan Winters Show, The""",1967,
393690,"""Jonathan Winters Specials, The""",1964,
393691,"""Jonathon Cross's Canada""",2003,
393692,"""Jones & Jury""",1994,
393693,"""Jong belegen""",1997,
393694,"""Joni Jones""",1982,
393695,"""Jonny Briggs""",1985,
393696,"""Jonny no natsu""",1993,
393697,"""Jonny Quest""",1964,
393698,"""Jonny Quest""",1986,
393699,"""Jonny Quest: The New Adventures""",1996,
393700,"""Jonny Zero""",2005,
393701,"""Jonovision""",1996,
393702,"""Jonssons onsdag""",1983,
393703,"""Jools Holland's Happening""",1990,
393704,"""Jools's Hootenanny""",1993,
393705,"""Joonas Hytnen show""",1999,
393706,"""Joop en Gaston""",1995,
393707,"""Joop ter Heul""",1968,
393708,"""Jorda rundt""",1998,
393709,"""Jorden rundt""",1958,
393710,"""Jorma Laine""",1995,
393711,"""Jornal da Noite""",1993,
393712,"""Jornal das 9""",2001,
393713,"""Jornal Nacional""",1996,
393714,"""Jornalistas""",1999,
393715,"""Jos sais kerran""",2002,
393716,"""Jos""",2004,
393717,"""Josef Filser""",1989,
393718,"""Joseph Balsamo""",1973,
393719,"""Joseph Campbell and the Power of Myth""",1988,
393720,"""Joseph Conrad""",1991,
393721,"""Joseph Schildkraut Presents""",1953,
393722,"""Josh Brunken Interview""",1998,
393723,"""Joshilay""",2002,
393724,"""Joshua Jones""",1991,
393727,"""Josie""",1991,
393728,"""Josie""",1999,
393729,"""Josie""",2003,
393730,"""Jossy's Giants""",1986,
393731,"""Josphine ou la comdie des ambitions""",1979,
393732,"""Josphine, profession ange gardien""",1997,
393733,"""Jot""",1965,
393734,"""Joulukalenteri""",1963,
393735,"""Joulukalenteri""",1964,
393736,"""Joulukalenteri""",1965,
393737,"""Joulukalenteri""",1966,
393738,"""Joulukalenteri""",1967,
393739,"""Joulukalenteri""",1968,
393740,"""Joulukalenteri""",1969,
393741,"""Joulukalenteri""",1970,
393742,"""Joulukalenteri""",1971,
393743,"""Joulukalenteri""",1972,
393744,"""Joulukalenteri""",1973,
393745,"""Joulukalenteri""",1974,
393746,"""Joulukalenteri""",1976,
393747,"""Joulukalenteri""",1977,
393748,"""Joulukalenteri""",1978,
393749,"""Joulukalenteri""",1979,
393750,"""Joulukalenteri""",1980,
393751,"""Joulukalenteri""",1981,
393752,"""Joulukalenteri""",1982,
393753,"""Joulukalenteri""",1983,
393754,"""Joulukalenteri""",1985,
393755,"""Joulukalenteri""",1986,
393756,"""Joulukalenteri""",1987,
393757,"""Joulukalenteri""",1989,
393758,"""Joulukalenteri""",1990,
393759,"""Joulukalenteri""",1991,
393760,"""Joulukalenteri""",1993,
393761,"""Joulukalenteri""",1994,
393762,"""Joulukalenteri""",1995,
393763,"""Joulukalenteri""",1996,
393764,"""Joulukalenteri""",1997,
393765,"""Joulukalenteri""",2000,
393766,"""Joulukalenteri""",2001,
393767,"""Joulukalenteri""",2002,
393768,"""Jour aprs jour""",1998,
393769,"""Journal de Getuglio, Le""",1976,
393770,"""Journal des bonnes nouvelles, Le""",2002,
393771,"""Journal du hard, Le""",1991,
393772,"""Journal, Le""",1979,
393773,"""Journal, The""",1982,
393774,"""Journalistin, Die""",1970,
393775,"""Journey Into Fear""",1966,
393776,"""Journey of a Lifetime""",1961,
393777,"""Journey of Allen Strange, The""",1997,
393778,"""Journey to the Bottom of the Sea""",2000,
393779,"""Journey to the Center of the Earth""",1967,
393780,"""Journey to the Heart of the World""",1993,
393781,"""Journey to the Unknown""",1968,
393782,"""Journeys from the Centre of the Earth""",2004,
393783,"""Jovana u zemlji cuda""",1996,
393784,"""Jovem Dr. Ricardo, O""",1958,
393785,"""Joy In Love""",1992,
393786,"""Joy of Painting, The""",1983,
393787,"""Joyce Davidson Show, The""",1975,
393788,"""Joyce Meyer""",1987,
393789,"""Joyu Kyoko""",2001,
393790,"""Jozi Streets""",2004,
393791,"""Joo Brasileiro, o Bom Baiano""",1978,
393792,"""Joo da Silva""",1973,
393793,"""Joo Juca Jr.""",1969,
393794,"""Joo Pacfico, O Caipira de So Paulo""",2002,
393795,"""Joo Po""",1964,
393796,"""Jo Heika no Petit Ange""",1977,
393797,"""Juan Jose""",1964,
393798,"""Juan Joyita quiere ser Caballero""",2001,
393799,"""Juan sin nombre""",1982,
393800,"""Juan y Manuela""",1974,
393801,"""Juana Iris""",1985,
393802,"""Juana la virgen""",2002,
393803,"""Juana rebelde""",1978,
393804,"""Juana y sus hermanas""",1991,
393805,"""Juanas, Las""",1997,
393806,"""Juani en sociedad""",1967,
393807,"""Juba & Lula""",1989,
393808,"""Jubilee""",1959,
393809,"""Judas""",2003,
393810,"""Judd, for the Defense""",1967,
393811,"""Jude the Obscure""",1971,
393812,"""Jude's House""",1999,
393813,"""Judes Xanguet i les Maniquins""",1988,
393814,"""Judge Dee""",1969,
393815,"""Judge for Yourself""",1953,
393816,"""Judge Hatchett""",2000,
393817,"""Judge Joe Brown""",1997,
393818,"""Judge John Deed""",2001,
393819,"""Judge Judy""",1996,
393820,"""Judge Mathis""",1999,
393821,"""Judge Mills Lane""",1998,
393822,"""Judge Roy Bean""",1956,
393823,"""Judge Wapner's Animal Court""",1998,
393824,"""Judge, The"" (1986/I)",1986,
393825,"""Judge, The"" (1986/II)",1986,
393826,"""Judgement Day""",2002,
393827,"""Judgemental""",2002,
393828,"""Judging Amy""",1999,
393829,"""Judy Ann Drama Special""",1999,
393830,"""Judy Garland Show, The""",1963,
393831,"""Judy Splinters""",1949,
393832,"""Juego de la vida, El""",1983,
393833,"""Juego de la vida, El""",2001,
393834,"""Juego de nios""",1989,
393835,"""Juego del euromilln, El""",1998,
393836,"""Juegos de fuego""",1995,
393837,"""Juegos del destino""",1981,
393838,"""Juegos sin fronteras""",1988,
393839,"""Jugando a ganar""",1998,
393840,"""Jugar a morir""",1969,
393841,"""Jugate conmigo""",1991,
393842,"""Juge des enfants, La""",1998,
393843,"""Juge est une femme, Le""",1993,
393844,"""Jugemos a cantar""",1982,
393845,"""Jugendgericht, Das""",2001,
393846,"""Juglar y la reina, El""",1978,
393847,"""Jugovizija""",1961,
393848,"""Jugovizija""",1962,
393849,"""Juguemos al trivial""",1992,
393850,"""Juicio de almas""",1964,
393851,"""Juicio de los padres, El""",1960,
393852,"""Juicio de nuestros hijos, El""",1967,
393853,"""Juive du Chteau-Trompette, La""",1974,
393854,"""Juke Box Jury""",1959,
393855,"""Jukes of Piccadilly""",1980,
393856,"""Jukka Puotilat Show""",1998,
393857,"""Jul i Blfjell""",1999,
393858,"""Jul i den gamle trdemlle""",1990,
393859,"""Jul i Gammelby""",1979,
393860,"""Jul i hjemmevrnet""",2001,
393861,"""Jul i juleland""",1993,
393862,"""Jul i Kapernaum""",1995,
393863,"""Jul i Magasin""",2000,
393864,"""Jul i skomakergata""",1979,
393865,"""Jul i vrkstedet""",2002,
393866,"""Jul og grnne skove""",1980,
393867,"""Jul p Kronborg""",2000,
393868,"""Jul p Skovly""",1966,
393869,"""Jul p slottet""",1986,
393870,"""Jul p Vesterbro""",2003,
393871,"""Julbten Juliana""",1961,
393872,"""Juleferg""",1995,
393873,"""Julens hjltar""",1999,
393874,"""Juleteatret - Kasper og Lisette""",1965,
393875,"""Juletestamentet""",1995,
393876,"""Julgamento, O""",1976,
393877,"""Julia & Jacques Cooking at Home""",2000,
393878,"""Julia - Eine ungewhnliche Frau""",1997,
393879,"""Julia Child & Company""",1978,
393880,"""Julia Jekyll and Harriet Hyde""",1995,
393881,"""Julia""",1968,
393882,"""Julia""",1979,
393883,"""Julie Andrews Hour, The""",1972,
393884,"""Julie Felix""",1970,
393885,"""Julie Lescaut""",1992,
393886,"""Julie Show, The""",1991,
393887,"""Julie""",1973,
393888,"""Julie""",1992,
393889,"""Julien Fontanes, magistrat""",1980,
393890,"""Juliet Bravo""",1980,
393891,"""Juliette and Friends""",1973,
393892,"""Juliette en toutes lettres""",1989,
393893,"""Juliette Lesage, mdecine pour tous""",2002,
393894,"""Juliette Pomerleau""",1999,
393895,"""Juliette Show, The""",1954,
393896,"""Juliette""",1956,
393897,"""Julius Caesar""",2002,
393898,"""Julius Julsktare""",1978,
393899,"""Julius Kugi""",1984,
393900,"""Julius""",1982,
393901,"""Julius""",1999,
393902,"""Jullerup Frgeby""",1974,
393903,"""Julmahuvi esitt: Mennen tullen""",2000,
393904,"""Julstrul med Staffan och Bengt""",1984,
393905,"""Jum Gdid""",1998,
393906,"""Jumanji""",1996,
393907,"""Jumbo Spencer""",1976,
393908,"""Jumpers for Goalposts""",2001,
393909,"""Junacko koleno""",1984,
393910,"""Junak mog detinjstva""",1973,
393911,"""Juncal""",1987,
393912,"""Junchan no oenka""",1988,
393913,"""June Havoc Show, The""",1964,
393914,"""Jungle Book Shonen Mowgli""",1989,
393915,"""Jungle Cubs""",1996,
393916,"""Jungle Jim""",1955,
393917,"""Jungle taitei""",1989,
393918,"""Jungle""",2003,
393919,"""Jungleboek""",1992,
393920,"""Junior Almost Anything Goes""",1976,
393921,"""Junior Edition""",1951,
393922,"""Junior Magazine""",1955,
393923,"""Junior Roundup""",1960,
393924,"""Junior Science""",1954,
393925,"""Junior Showtime""",1969,
393926,"""Junior Sportsview""",1957,
393927,"""Junior"" (2003/I)",2003,
393928,"""Junior-G""",2003,
393929,"""Juniper Jungle""",1991,
393930,"""Junkin' with Val and Dave""",2003,
393931,"""Junnutonni""",1991,
393932,"""Juntas pero no revueltas""",1995,
393933,"""Juntos pero no revueltos""",1993,
393934,"""Jupiter Moon""",1990,
393935,"""Juramento, El""",1974,
393936,"""Jurismia!""",2002,
393937,"""Juritzen direkte""",2002,
393938,"""Jury""",1983,
393939,"""Jury, The""",2002,
393940,"""Jury, The""",2004,
393941,"""Jurs de l'ombre, Les""",1989,
393942,"""Jushin Riger""",1989,
393943,"""Just a Gigolo""",1993,
393944,"""Just a Minute""",1994,
393945,"""Just Ask, Inc.""",1981,
393946,"""Just Cause""",2001,
393947,"""Just Deal""",2000,
393948,"""Just Deserts""",1992,
393949,"""Just for Laughs""",2002,
393950,"""Just for Starters""",2001,
393951,"""Just Good Friends""",1983,
393952,"""Just in Time""",1988,
393953,"""Just Jimmy""",1964,
393954,"""Just Kidding!""",1992,
393955,"""Just Kidding""",1983,
393956,"""Just Liz""",1980,
393957,"""Just Mary""",1960,
393958,"""Just Men!""",1983,
393959,"""Just One of the Girls""",1997,
393960,"""Just Our Luck""",1983,
393961,"""Just Say Julie""",1989,
393962,"""Just Shoot Me!""",1997,
393963,"""Just So Stories""",1979,
393964,"""Just the Ten of Us""",1988,
393965,"""Just William""",1976,
393966,"""Just William""",1994,
393967,"""Juste une histoire""",1986,
393968,"""Juste, Le""",1996,
393969,"""Justice de Marion, La""",1998,
393970,"""Justice en France""",1991,
393971,"""Justice for All""",1998,
393972,"""Justice League""",2001,
393973,"""Justice pour tous""",2003,
393974,"""Justice"" (1954/I)",1954,
393975,"""Justice""",1972,
393976,"""Justice"" (1999/II)",1999,
393977,"""Justiceira, A""",1997,
393978,"""Justitias kleine Fische""",1988,
393979,"""Justia de Deus, A""",1983,
393980,"""Juu ei""",2002,
393981,"""Juulian totuudet""",2002,
393982,"""Juunseki L-Gaim""",1984,
393983,"""Juvenile Jury""",1947,
393984,"""Juvenile Jury""",1983,
393985,"""Juventud divino tesoro""",1968,
393986,"""Juventud""",1980,
393987,"""Jyajya uma narashi""",1993,
393988,"""Jyakk Dengekitai""",1977,
393989,"""Jyrki""",1995,
393990,"""Jtszma, A""",1982,
393991,"""Jit hattuun""",1994,
393992,"""Jvla Kajsa""",1999,
393993,"""Jhyviset rakkaimmalle""",1999,
393994,"""Jmodor@hu""",2004,
393995,"""J Soares Onze e Meia""",1988,
393996,"""Jrg Preda berichtet""",1966,
393997,"""Jrn Donnerin kuusi elm""",2003,
393998,"""Jbei ninpch: Ryuhogyoku-hen""",2003,
393999,"""Jbei-chan Lovely gantai no himitsu""",1999,
394000,"""K - Krger sieht alles""",2002,
394001,"""K Street""",2003,
394002,"""K, the P1,000,000 Videoke Contest""",2002,
394003,"""K-T.V.""",1990,
394004,"""K. Tervo""",1995,
394005,"""K2BU""",2002,
394006,"""Ka Ina""",1995,
394007,"""Ka' De li' sters""",1967,
394009,"""Kabachitare""",2001,
394010,"""Kabachok 13 stulyev'""",1969,
394011,"""Kabare 011""",1997,
394012,"""Kabhie Kabhie""",1997,
394013,"""Kablam!""",1996,
394014,"""Kabocha Wine, The""",1982,
394015,"""Kachchi Dhoop""",1987,
394016,"""Kacho Oji""",2000,
394017,"""Kachorra""",2002,
394018,"""Kad je mac krojio pravdu""",1967,
394019,"""Kad sam bio vojnik""",1969,
394020,"""Kada""",1995,
394021,"""Kadi Jolie""",2001,
394022,"""Kadonnut kirje""",1997,
394023,"""Kadonnut nky""",1997,
394024,"""Kadonnut veljeni""",1996,
394025,"""Kaettekita Urutoraman""",1971,
394026,"""Kafe tis Haras, To""",2003,
394027,"""Kaffeeklatsch""",1995,
394028,"""Kaf Lule""",1994,
394029,"""Kagaku ninja tai Gatchaman F""",1979,
394030,"""Kagaku ninja tai Gatchaman II""",1978,
394031,"""Kagaku ninja tai Gatchaman""",1972,
394032,"""Kagaku sentai Dainaman""",1983,
394033,"""Kagayaku toki no nakade""",1995,
394034,"""Kage no gundan III""",1982,
394035,"""Kage no Gundan: Bakumatsu hen""",1985,
394036,"""Kahit kailan""",2001,
394037,"""Kai oi pantremenoi exoun psihi""",1997,
394038,"""Kai pali filoi""",1999,
394039,"""Kaibutsu-kun""",1968,
394040,"""Kaibutsu-kun""",1980,
394041,"""Kaij ji""",1967,
394042,"""Kaiketsu Raion Maru""",1972,
394043,"""Kaiketsu Zubat""",1977,
394044,"""Kaiki daisakusen""",1968,
394045,"""Kaikilla mausteilla""",1996,
394046,"""Kaikki kotona""",2000,
394047,"""Kairali News""",2000,
394048,"""Kaiser Aluminum Hour, The""",1956,
394049,"""Kaisermhlen Blues""",1992,
394050,"""Kaitei shnen Marine""",1969,
